% Object Names and Observation Date
Popular Object Name: RULup
Simbad Object Name(s): 2MASS J15564230-3749154|CD-37 10602|Gaia DR1 6010114553824198784|Gaia DR2 6010114558131195392|Gaia DR3 6010114558131195392|HBC 251|HD 142560|HIP 78094|IRAS 15534-3740|IRAS f15533-3740|Sz 83|THA 15-13|TYC 7838-00546-1|V* RU LUP|WISE a j155642.30-374915.7|Wray 15-1386
Observation Date: 2022-07-12 07:12:29.874116+00:00
Julian Observation Date: 2459772.800335648

% Reference and Citation
Principal Investigator for Primary Spectrum: A Banzatti
Reference for Primary Spectrum: Banzatti et al 2022
Spectrograph: ISHELL
Reference for Spectroscopic Line Data: Hitran2016 molecular spectroscopic database (Gordon et al. 2017) at hitran.org
Data Prepared and Organized by: A Banzatti, C Wheeler, SpExoDisks (4-2025)
SpExoDisks Backend written by: Dr Caleb Wheeler (chw3k5@gmail.com), Underground Instruments

% Online Database
Downloadable: True

% Spectrum Context
Spectral Flux: Calibrated (Jansky)
Spectral Wavelength/Velocity Reference Frame: HELIO
Wavelength Units: um=10^-6 meters
Wavelength Range: (4.516609936576374 um, 5.2322119643595695 um)

% Flux Calibration
# The Primary Spectrum is Flux Calibrated using the following
flux_cal,flux_cal_error,wavelength_um,ref
1.7,0.11,4.6,allWISE

% Spectroscopic Line Data
wavelength_um,molecule,isotopologue,transition,upper_level,lower_level,frequency_GHz,einstein_A,upper_level_energy,lower_level_energy,g_statistical_weight_upper_level,g_statistical_weight_lower_level
5.102142209679917,38865.02528599974,1.652583122253418,0.05990806967020035
5.102164619551358,38866.512753489114,1.5255930423736572,0.05996119976043701
5.102187029422799,38868.00022097849,1.5535160303115845,0.059292782098054886
5.102209439294241,38869.48768846791,1.462687373161316,0.05986598879098892
5.102231372359907,38870.94350771283,1.4346356391906738,0.0601874478161335
5.102253782231348,38872.4309752022,1.5273603200912476,0.06077004224061966
5.1022761921027895,38873.91844269157,1.5593405961990356,0.062255602329969406
5.102298125168455,38875.374261936486,1.6259695291519165,0.06258517503738403
5.102320535039897,38876.86172942586,1.488401174545288,0.06363045424222946
5.102342944911338,38878.349196915224,1.4168039560317993,0.06500663608312607
5.102364877977004,38879.80501616014,1.53023362159729,0.06599215418100357
5.102387287848445,38881.29248364951,1.462461233139038,0.06692373007535934
5.102409697719886,38882.77995113888,1.46915864944458,0.06905514001846313
5.102431630785552,38884.2357703838,1.4666626453399658,0.07108432799577713
5.102454040656993,38885.723237873164,1.6504415273666382,0.07461833953857422
5.102476450528434,38887.21070536254,1.5905632972717285,0.07648038119077682
5.1024983835941,38888.666524607455,1.4738138914108276,0.08088941872119904
5.102520793465541,38890.15399209683,1.5486388206481934,0.08765564858913422
5.102543203336983,38891.64145958619,1.5791410207748413,0.09404712915420532
5.1025651364026485,38893.09727883111,1.570145606994629,0.10248062014579773
5.10258754627409,38894.584746320485,1.4480875730514526,0.11177264899015427
5.102609479339756,38896.0405655654,1.4579671621322632,0.12039214372634888
5.102631889211197,38897.52803305477,1.5954151153564453,0.13057389855384827
5.102654299082638,38899.01550054414,1.397207260131836,0.13692373037338257
5.102676232148304,38900.47131978905,1.3026206493377686,0.13594694435596466
5.102698642019745,38901.95878727843,1.5055620670318604,0.131082221865654
5.102721051891186,38903.44625476779,1.3230974674224854,0.12076710909605026
5.102742984956852,38904.90207401271,1.4777785539627075,0.11150306463241577
5.102765394828294,38906.38954150214,1.3828147649765015,0.0998058170080185
5.10278732789396,38907.84536074705,1.5242496728897095,0.09262917190790176
5.102809737765401,38909.33282823643,1.5852028131484985,0.08722800761461258
5.102832147636843,38910.82029572579,1.4957003593444824,0.08047612756490707
5.1028540807025085,38912.276114970715,1.5915899276733398,0.07591698318719864
5.10287649057395,38913.76358246008,1.4436331987380981,0.07203696668148041
5.1028984236396155,38915.219401705,1.4777566194534302,0.06920527666807175
5.102920833511057,38916.70686919437,1.4783852100372314,0.06590712815523148
5.102942766576723,38918.16268843929,1.5470614433288574,0.0639021247625351
5.102965176448164,38919.650155928655,1.5705304145812988,0.06176093593239784
5.102987586319605,38921.13762341803,1.6167937517166138,0.061397943645715714
5.103009519385271,38922.59344266294,1.5758640766143799,0.059602439403533936
5.103031929256712,38924.08091015232,1.5686222314834595,0.05924181640148163
5.103053862322378,38925.53672939723,1.4766969680786133,0.05817631259560585
5.103076272193819,38927.0241968866,1.5414270162582397,0.05724089965224266
5.103098205259485,38928.48001613152,1.5925686359405518,0.056628208607435226
5.103120615130926,38929.96748362088,1.5569500923156738,0.05571555346250534
5.1031430250023675,38931.45495111026,1.6048338413238525,0.055442094802856445
5.103164958068033,38932.91077035517,1.5500043630599976,0.054266128689050674
5.103187367939475,38934.39823784455,1.561767578125,0.053921252489089966
5.1032093010051405,38935.85405708946,1.5936717987060547,0.053921088576316833
5.103231710876582,38937.34152457883,1.5757558345794678,0.053070615977048874
5.103253643942248,38938.79734382375,1.5731257200241089,0.05268995463848114
5.103276053813689,38940.28481131312,1.5220483541488647,0.053102683275938034
5.103297986879355,38941.74063055803,1.5386276245117188,0.05264078825712204
5.103320396750796,38943.2280980474,1.5671569108963013,0.05308648198843002
5.103342329816462,38944.68391729232,1.6027787923812866,0.05252164229750633
5.103364739687904,38946.171384781745,1.5048682689666748,0.05207425355911255
5.10338667275357,38947.62720402667,1.570260763168335,0.051818300038576126
5.103409082625011,38949.11467151603,1.5147569179534912,0.051344722509384155
5.103431015690677,38950.570490760954,1.4881572723388672,0.0515652671456337
5.103453425562118,38952.05795825032,1.5008152723312378,0.051478128880262375
5.103475358627784,38953.513777495245,1.6045961380004883,0.052259720861911774
5.103497768499225,38955.00124498461,1.5086414813995361,0.05193989723920822
5.103519701564891,38956.45706422952,1.4855122566223145,0.05339425057172775
5.103542111436332,38957.9445317189,1.4741243124008179,0.05359327793121338
5.103564044501998,38959.40035096381,1.5480866432189941,0.05175227299332619
5.103586454373439,38960.887818453186,1.5445804595947266,0.054067462682724
5.103608387439105,38962.343637698104,1.5210708379745483,0.0579264797270298
5.103630797310546,38963.83110518747,1.5123075246810913,0.05701116845011711
5.103652730376212,38965.28692443239,1.558098554611206,0.05153990536928177
5.1036751402476535,38966.77439192176,1.5427132844924927,0.05156291648745537
5.103697073313319,38968.23021116667,1.501975655555725,0.051589272916316986
5.103719006378985,38969.68603041159,1.489403247833252,0.05240396410226822
5.103741416250426,38971.17349790096,1.556140661239624,0.052213530987501144
5.103763349316092,38972.629317145875,1.5754081010818481,0.05185742303729057
5.1037857591875335,38974.116784635255,1.5005055665969849,0.052184704691171646
5.103807692253199,38975.572603880166,1.5221832990646362,0.051879655569791794
5.103830102124641,38977.06007136954,1.479112148284912,0.051775623112916946
5.1038520351903065,38978.51589061446,1.5582045316696167,0.05263400822877884
5.103874445061748,38980.00335810382,1.5976402759552002,0.052510496228933334
5.103896378127414,38981.45917734874,1.5843199491500854,0.05231987312436104
5.1039183111930795,38982.91499659366,1.501793384552002,0.05244320258498192
5.103940721064521,38984.402464083025,1.5421234369277954,0.051736705005168915
5.103962654130187,38985.85828332794,1.6083807945251465,0.05194157734513283
5.103985064001628,38987.345750817316,1.5791648626327515,0.05198419839143753
5.104006997067294,38988.80157006223,1.5487207174301147,0.05164039880037308
5.1040289301329596,38990.257389307146,1.5869431495666504,0.05135752633213997
5.104051340004401,38991.74485679652,1.5914440155029297,0.05153392255306244
5.1040732730700675,38993.200676041495,1.5951130390167236,0.05200939252972603
5.104095682941509,38994.68814353086,1.5819673538208008,0.051360536366701126
5.104117616007175,38996.14396277578,1.5889809131622314,0.0512983463704586
5.1041395490728405,38997.599782020705,1.5032193660736084,0.050622668117284775
5.104161958944282,38999.08724951006,1.5988473892211914,0.050717342644929886
5.104183892009948,39000.54306875499,1.5723159313201904,0.0506933331489563
5.104206301881389,39002.030536244354,1.5533336400985718,0.05037376657128334
5.104228234947055,39003.486355489265,1.6387574672698975,0.05504685640335083
5.104250168012721,39004.94217473419,1.6904090642929077,0.05530781298875809
5.104272577884162,39006.42964222356,1.6248546838760376,0.050045859068632126
5.104294510949828,39007.885461468475,1.5900297164916992,0.04973459616303444
5.104316444015494,39009.34128071339,1.6018075942993164,0.04981791600584984
5.104338853886935,39010.828748202766,1.6025314331054688,0.04988902434706688
5.104360786952601,39012.28456744768,1.6862746477127075,0.04986735060811043
5.1043827200182665,39013.7403866926,1.617798089981079,0.04967135563492775
5.104405129889708,39015.22785418197,1.5746756792068481,0.04956991970539093
5.104427062955374,39016.68367342688,1.6108096837997437,0.049379151314496994
5.1044489960210395,39018.13949267181,1.6599982976913452,0.049348220229148865
5.104471405892481,39019.62696016117,1.6350003480911255,0.048879995942115784
5.104493338958147,39021.08277940608,1.617833137512207,0.04883204773068428
5.1045152720238125,39022.53859865101,1.6099461317062378,0.04887779802083969
5.104537681895254,39024.02606614037,1.6801023483276367,0.04934036359190941
5.10455961496092,39025.48188538529,1.6146126985549927,0.049896616488695145
5.1045815480265855,39026.93770463021,1.7229738235473633,0.050304003059864044
5.104603957898027,39028.42517211958,1.6698191165924072,0.04951946809887886
5.104625890963693,39029.880991364495,1.6190669536590576,0.049226418137550354
5.1046478240293585,39031.33681060941,1.669433355331421,0.050381697714328766
5.1046702339008,39032.824278098786,1.6551157236099243,0.05093429237604141
5.1046921669664655,39034.2800973437,1.6494759321212769,0.051054541021585464
5.104714100032131,39035.73591658862,1.7948713302612305,0.05216953530907631
5.104736509903573,39037.22338407799,1.7178548574447632,0.05320296064019203
5.1047584429692385,39038.67920332291,1.7825815677642822,0.055261943489313126
5.104780376034904,39040.135022567825,1.8056696653366089,0.055878423154354095
5.10480230910057,39041.590841812744,1.7119503021240234,0.05788940191268921
5.1048247189720115,39043.07830930212,1.8100932836532593,0.06178579479455948
5.104846652037677,39044.53412854703,1.8130614757537842,0.06659289449453354
5.104868585103343,39045.98994779194,1.8448113203048706,0.07206262648105621
5.104890518169009,39047.445767036865,1.7494683265686035,0.07525032758712769
5.104912928040451,39048.93323452629,1.801665186882019,0.07367334514856339
5.104934861106117,39050.38905377121,1.816643476486206,0.07053273171186447
5.104956794171783,39051.84487301613,1.887273907661438,0.06603071838617325
5.104978727237449,39053.30069226105,1.8666999340057373,0.061316654086112976
5.10500113710889,39054.78815975041,1.8052184581756592,0.058104950934648514
5.105023070174556,39056.243978995335,1.8680479526519775,0.05610797181725502
5.105045003240222,39057.69979824025,1.8961143493652344,0.055354904383420944
5.105066936305888,39059.155617485165,1.883544921875,0.05475855991244316
5.105089346177329,39060.64308497454,1.9443950653076172,0.054704174399375916
5.105111279242995,39062.098904219456,2.0259430408477783,0.054302312433719635
5.105133212308661,39063.55472346437,1.9605863094329834,0.055087439715862274
5.105155145374327,39065.010542709286,1.9819023609161377,0.052985433489084244
5.105177555245768,39066.49801019866,2.0457253456115723,0.0523035041987896
5.105199488311434,39067.95382944358,2.071577548980713,0.05276179313659668
5.1052214213771,39069.40964868849,2.0789146423339844,0.05242485925555229
5.105243354442766,39070.86546793341,2.125325918197632,0.052448444068431854
5.1052652875084314,39072.321287178325,2.168233871459961,0.0526447519659996
5.105287697379873,39073.8087546677,2.179258346557617,0.05278022587299347
5.1053096304455385,39075.26457391262,2.239218235015869,0.052591994404792786
5.105331563511204,39076.72039315753,2.168259620666504,0.05264516547322273
5.10535349657687,39078.176212402446,2.244279384613037,0.05258743092417717
5.105375429642536,39079.63203164737,2.257796049118042,0.052199143916368484
5.105397839513977,39081.11949913673,2.3065402507781982,0.05225373059511185
5.105419772579643,39082.57531838165,2.30216383934021,0.051996055990457535
5.105441705645309,39084.031137626574,2.3010072708129883,0.052246712148189545
5.105463638710975,39085.486956871486,2.4257514476776123,0.051963649690151215
5.105485571776641,39086.942776116404,2.453793525695801,0.05210302397608757
5.105507504842307,39088.39859536132,2.456120252609253,0.05202252417802811
5.105529914713748,39089.88606285069,2.3665919303894043,0.05168479308485985
5.105551847779414,39091.34188209561,2.376067638397217,0.051604013890028
5.10557378084508,39092.797701340525,2.505378484725952,0.05164013430476189
5.105595713910746,39094.25352058545,2.5078935623168945,0.05552341789007187
5.105617646976412,39095.70933983036,2.4028406143188477,0.057146765291690826
5.1056395800420775,39097.16515907527,2.4383561611175537,0.05243314430117607
5.105661989913519,39098.65262656465,2.511563539505005,0.050431329756975174
5.105683922979185,39100.108445809565,2.5173866748809814,0.051402606070041656
5.1057058560448505,39101.564265054476,2.3887033462524414,0.05068304017186165
5.105727789110516,39103.0200842994,2.367189645767212,0.050124987959861755
5.105749722176182,39104.47590354431,2.4013397693634033,0.049885865300893784
5.105771655241848,39105.93172278924,2.4448840618133545,0.050222188234329224
5.105793588307514,39107.38754203416,2.34501051902771,0.05004988983273506
5.10581552137318,39108.84336127907,2.3430323600769043,0.05015873536467552
5.105837931244621,39110.330828768434,2.2936747074127197,0.05001407116651535
5.105859864310287,39111.78664801336,2.253142833709717,0.04970596730709076
5.105881797375953,39113.24246725827,2.144740343093872,0.04926631227135658
5.105903730441619,39114.69828650319,2.2150580883026123,0.04933438450098038
5.105925663507285,39116.1541057481,2.1432535648345947,0.04920616000890732
5.105947596572951,39117.609924993034,2.1200404167175293,0.0494268536567688
5.1059695296386165,39119.065744237945,2.017343282699585,0.05384507402777672
5.105991462704282,39120.52156348286,2.036229133605957,0.05335419625043869
5.106013395769948,39121.97738272778,1.9496511220932007,0.04892447590827942
5.106035328835614,39123.43320197269,1.9872053861618042,0.048851966857910156
5.10605726190128,39124.88902121761,1.975447416305542,0.04927162826061249
5.106079671772722,39126.37648870704,1.9025217294692993,0.04898775741457939
5.106101604838388,39127.832307951954,1.8769299983978271,0.04956630989909172
5.106123537904054,39129.28812719687,1.8712202310562134,0.04945611581206322
5.10614547096972,39130.7439464418,1.9013099670410156,0.049689970910549164
5.106167404035386,39132.19976568671,1.8759509325027466,0.049614496529102325
5.106189337101052,39133.65558493163,1.945863962173462,0.04963008314371109
5.1062112701667175,39135.11140417654,1.922061800956726,0.05000007897615433
5.106233203232383,39136.567223421465,1.9344254732131958,0.05041678994894028
5.106255136298049,39138.023042666384,1.8730934858322144,0.04991097375750542
5.106277069363715,39139.478861911295,1.8033312559127808,0.050438400357961655
5.106299002429381,39140.93468115622,1.745742917060852,0.05087503790855408
5.106320935495047,39142.39050040113,1.8654940128326416,0.051581330597400665
5.106342868560713,39143.84631964604,1.8508179187774658,0.051290757954120636
5.106364801626379,39145.30213889097,1.7647522687911987,0.051335010677576065
5.106386734692045,39146.75795813589,1.8003751039505005,0.05237458646297455
5.1064086677577105,39148.2137773808,1.801535725593567,0.05233249068260193
5.106430600823376,39149.66959662572,1.8705815076828003,0.052567705512046814
5.106452533889042,39151.125415870636,1.8223657608032227,0.05279507860541344
5.106474466954708,39152.581235115555,1.7483874559402466,0.05280041694641113
5.106496400020374,39154.03705436047,1.7275004386901855,0.05346078798174858
5.10651833308604,39155.492873605384,1.7237496376037598,0.05412491410970688
5.106540266151706,39156.94869285031,1.754597783088684,0.054353389889001846
5.106562199217372,39158.40451209522,1.7751007080078125,0.05423060432076454
5.106584132283038,39159.86033134014,1.6863397359848022,0.055084120482206345
5.1066060653487035,39161.31615058506,1.762772798538208,0.056078244000673294
5.106627998414369,39162.77196982998,1.7147010564804077,0.055706560611724854
5.106649931480035,39164.22778907489,1.7083619832992554,0.05564011260867119
5.106671864545701,39165.68360831981,1.7148736715316772,0.056201595813035965
5.106693797611367,39167.13942756473,1.7278852462768555,0.056031882762908936
5.106715730677033,39168.595246809644,1.7435033321380615,0.055792972445487976
5.106737663742699,39170.05106605456,1.738176941871643,0.06017927825450897
5.106759596808365,39171.506885299474,1.6472550630569458,0.05817410349845886
5.106781529874031,39172.96270454439,1.6608306169509888,0.05712948739528656
5.106803462939697,39174.41852378932,1.6694622039794922,0.056025534868240356
5.1068253960053624,39175.87434303423,1.6761118173599243,0.05558355525135994
5.106847329071028,39177.33016227915,1.7281177043914795,0.05620850250124931
5.106869262136694,39178.785981524066,1.6968787908554077,0.05628659203648567
5.10689119520236,39180.24180076898,1.6324106454849243,0.05661291256546974
5.106913128268026,39181.6976200139,1.679701328277588,0.05670738220214844
5.106935061333692,39183.15343925882,1.589413046836853,0.0566692128777504
5.106956994399358,39184.60925850373,1.5488566160202026,0.056815240532159805
5.106978927465024,39186.06507774865,1.6818727254867554,0.05807731673121452
5.107000383724914,39187.489248749116,1.6833792924880981,0.058662716299295425
5.10702231679058,39188.945067994035,1.655239224433899,0.058349184691905975
5.107044249856246,39190.40088723896,1.6494048833847046,0.05823410302400589
5.107066182921912,39191.85670648387,1.6828433275222778,0.05960684269666672
5.107088115987578,39193.31252572878,1.6208131313323975,0.06042630970478058
5.107110049053244,39194.76834497371,1.6295274496078491,0.06078971549868584
5.10713198211891,39196.22416421862,1.6394176483154297,0.06130966916680336
5.1071539151845755,39197.67998346354,1.5563403367996216,0.0611518956720829
5.107175848250241,39199.135802708464,1.727072834968567,0.06335200369358063
5.107197781315907,39200.591621953376,1.7316932678222656,0.0641821026802063
5.107219714381573,39202.04744119829,1.680489420890808,0.0649019405245781
5.107241170641464,39203.47161219876,1.6747742891311646,0.06595149636268616
5.10726310370713,39204.92743144368,1.591294765472412,0.06722821295261383
5.1072850367727956,39206.38325068859,1.500422716140747,0.06860516965389252
5.107306969838461,39207.839069933514,1.6177395582199097,0.07097266614437103
5.107328902904127,39209.294889178425,1.5441585779190063,0.07350612431764603
5.107350835969793,39210.750708423344,1.7673338651657104,0.07607802748680115
5.107372769035459,39212.20652766826,1.714316487312317,0.07868209481239319
5.10739422529535,39213.63069866873,1.7222095727920532,0.08238839358091354
5.107416158361016,39215.08651791364,1.7064461708068848,0.08637775480747223
5.1074380914266815,39216.54233715857,1.6553682088851929,0.09149090200662613
5.107460024492347,39217.99815640348,1.647025465965271,0.09800717979669571
5.107481957558013,39219.453975648394,1.5623762607574463,0.10486045479774475
5.107503890623679,39220.90979489331,1.7196687459945679,0.11479775607585907
5.107525823689345,39222.36561413823,1.514814019203186,0.1267423927783966
5.107547279949236,39223.789785138695,1.5001797676086426,0.14453338086605072
5.1075692130149015,39225.245604383614,1.9409196376800537,0.16715283691883087
5.107591146080567,39226.70142362853,1.5913764238357544,0.200128436088562
5.107613079146233,39228.15724287345,1.504055380821228,0.23960700631141663
5.107635012211899,39229.61306211837,1.6354422569274902,0.2965158224105835
5.107656945277565,39231.06888136328,2.109691619873047,0.4155820608139038
5.107678401537456,39232.493052363745,nan,0.6547433733940125
5.107700334603122,39233.94887160866,nan,0.9556347727775574
5.1077222676687875,39235.40469085358,nan,1.4432094097137451
5.107744200734453,39236.8605100985,nan,3.423860788345337
5.107766133800119,39238.31632934342,nan,3.23319149017334
5.10778759006001,39239.74050034389,nan,5.290119171142578
5.107809523125676,39241.1963195888,nan,16.398712158203125
5.107831456191342,39242.65213883371,nan,9.434554100036621
5.1078533892570075,39244.10795807863,nan,3.0310463905334473
5.107875322322673,39245.56377732356,nan,1.305692195892334
5.107896778582564,39246.987948324015,nan,0.786694347858429
5.10791871164823,39248.44376756894,nan,0.5495854616165161
5.107940644713896,39249.89958681385,2.294086217880249,0.45314347743988037
5.107962577779562,39251.35540605877,2.181236982345581,0.3202857971191406
5.107984034039452,39252.77957705924,1.72592294216156,0.23976124823093414
5.108005967105118,39254.23539630415,1.658106803894043,0.1988777369260788
5.108027900170784,39255.691215549065,1.6173474788665771,0.17061679065227509
5.10804983323645,39257.14703479398,1.6194766759872437,0.14992249011993408
5.1080712894963405,39258.571205794455,1.7450339794158936,0.13765032589435577
5.108093222562006,39260.027025039366,1.6460527181625366,0.13005758821964264
5.108115155627672,39261.48284428429,1.8517351150512695,0.11598508059978485
5.108137088693338,39262.9386635292,1.8117574453353882,0.10634481906890869
5.108158544953229,39264.362834529675,1.8112685680389404,0.09898993372917175
5.108180478018895,39265.818653774586,1.789945125579834,0.09430670738220215
5.1082024110845605,39267.274473019505,1.732267141342163,0.09138832241296768
5.108224344150226,39268.730292264416,1.7946839332580566,0.0859372541308403
5.108245800410117,39270.15446326488,1.849822759628296,0.08313869684934616
5.108267733475783,39271.610282509806,1.7596737146377563,0.07981083542108536
5.108289666541449,39273.066101754725,1.7215489149093628,0.07705941796302795
5.108311122801339,39274.49027275518,1.6783500909805298,0.0791313648223877
5.108333055867005,39275.94609200011,1.6198433637619019,0.07788146287202835
5.108354988932671,39277.401911245026,1.6495890617370605,0.07262216508388519
5.108376921998337,39278.85773048994,1.7340166568756104,0.07020222395658493
5.108398378258228,39280.2819014904,1.727359414100647,0.0689825639128685
5.1084203113238935,39281.73772073532,1.6716774702072144,0.06815404444932938
5.108442244389559,39283.19353998024,1.7644542455673218,0.06736019253730774
5.10846370064945,39284.6177109807,1.6788331270217896,0.06614065170288086
5.108485633715116,39286.07353022562,1.7204022407531738,0.06578598916530609
5.108507566780782,39287.52934947053,1.7717901468276978,0.06445245444774628
5.108529023040672,39288.953520471,1.6978442668914795,0.0639885738492012
5.108550956106338,39290.40933971593,1.626128077507019,0.06291934102773666
5.108572889172004,39291.86515896084,1.5759727954864502,0.06625350564718246
5.108594345431895,39293.289329961306,1.6814132928848267,0.0633787214756012
5.108616278497561,39294.745149206225,1.6505236625671387,0.06180179491639137
5.1086382115632265,39296.20096845114,1.6198370456695557,0.061218034476041794
5.108659667823117,39297.62513945161,1.626091718673706,0.06115254387259483
5.108681600888783,39299.08095869652,1.7166980504989624,0.06095796823501587
5.108703533954449,39300.53677794144,1.6330389976501465,0.06070922315120697
5.1087249902143395,39301.9609489419,1.6384491920471191,0.060377396643161774
5.108746923280005,39303.41676818682,1.6759799718856812,0.06031234189867973
5.108768856345671,39304.872587431746,1.7221957445144653,0.0603540800511837
5.108790312605562,39306.2967584322,1.6444495916366577,0.06118644028902054
5.108812245671228,39307.75257767712,1.6124346256256104,0.061879098415374756
5.108834178736894,39309.20839692204,1.5996850728988647,0.06153580918908119
5.108855634996784,39310.63256792251,1.6442445516586304,0.06183065101504326
5.10887756806245,39312.08838716742,1.5370010137557983,0.06275923550128937
5.108899024322341,39313.51255816789,1.6380037069320679,0.06470918655395508
5.108920957388007,39314.968377412806,1.6017767190933228,0.06468384712934494
5.1089428904536724,39316.42419665772,1.648320198059082,0.06630889326334
5.108964346713563,39317.84836765819,1.6353915929794312,0.06894902884960175
5.108986279779229,39319.30418690311,1.6799834966659546,0.07139754295349121
5.1090077360391195,39320.72835790357,1.6661978960037231,0.07537682354450226
5.109029669104785,39322.18417714848,1.7025738954544067,0.07951267063617706
5.109051602170451,39323.639996393395,1.6380226612091064,0.0837072804570198
5.109073058430342,39325.06416739387,1.6371816396713257,0.0899527445435524
5.109094991496008,39326.519986638785,1.5299153327941895,0.09889701753854752
5.109116447755898,39327.94415763925,1.5556522607803345,0.10775468498468399
5.109138380821564,39329.39997688416,1.5190762281417847,0.10130871832370758
5.10916031388723,39330.855796129086,1.5173671245574951,0.09971927106380463
5.109181770147121,39332.27996712956,1.6008975505828857,0.09715002775192261
5.109203703212787,39333.73578637447,1.6454613208770752,0.09480030834674835
5.109225159472677,39335.15995737494,1.5648627281188965,0.09644511342048645
5.109247092538343,39336.61577661985,1.5874615907669067,0.09959341585636139
5.109268548798234,39338.03994762032,1.727175235748291,0.10430575162172318
5.1092904818639,39339.495766865235,1.7308517694473267,0.11271761357784271
5.10931193812379,39340.91993786571,1.4938520193099976,0.12410936504602432
5.109333871189456,39342.37575711062,1.752821922302246,0.1437382847070694
5.109355804255122,39343.83157635553,1.5293729305267334,0.16555222868919373
5.1093772605150125,39345.255747356,1.5381062030792236,0.20108018815517426
5.109399193580678,39346.71156660092,1.4856375455856323,0.25189393758773804
5.109420649840569,39348.135737601384,1.8644753694534302,0.35667091608047485
5.109442582906235,39349.591556846295,nan,0.4091087281703949
5.1094640391661255,39351.01572784677,nan,0.41477811336517334
5.109485972231791,39352.47154709168,nan,0.3541581928730011
5.109507428491682,39353.89571809214,1.1257299184799194,0.2546585500240326
5.109529361557348,39355.35153733707,1.3533244132995605,0.2114545702934265
5.109550817817238,39356.77570833753,1.3333513736724854,0.17552752792835236
5.109572750882904,39358.231527582444,1.4751373529434204,0.14786016941070557
5.109594207142795,39359.65569858291,1.6429811716079712,0.12876704335212708
5.109616140208461,39361.11151782783,1.5847657918930054,0.11328505724668503
5.109637596468351,39362.53568882829,1.4076520204544067,0.10177799314260483
5.109659529534017,39363.99150807321,1.6286377906799316,0.09465031325817108
5.109680985793908,39365.415679073674,1.6310597658157349,0.09051825851202011
5.109702918859574,39366.87149831859,1.4994984865188599,0.08533258736133575
5.109724375119464,39368.29566931906,1.6520694494247437,0.08149085938930511
5.10974630818513,39369.75148856398,1.6209901571273804,0.07931357622146606
5.109767764445021,39371.17565956444,1.5768046379089355,0.07660450041294098
5.109789697510687,39372.631478809366,1.648288369178772,0.0757128894329071
5.109811153770577,39374.05564980982,1.6083952188491821,0.07416827231645584
5.109833086836243,39375.51146905474,1.5634007453918457,0.07497403025627136
5.109854543096134,39376.9356400552,1.549643874168396,0.07375334203243256
5.109875999356024,39378.35981105567,1.5458735227584839,0.07296586036682129
5.10989793242169,39379.815630300596,1.6248327493667603,0.07258421927690506
5.109919388681581,39381.23980130105,1.5163310766220093,0.07275078445672989
5.109941321747247,39382.69562054598,1.5978622436523438,0.07442205399274826
5.109962778007137,39384.119791546436,1.505867600440979,0.0756182000041008
5.109984711072803,39385.575610791355,1.6248793601989746,0.0765460804104805
5.110006167332694,39386.99978179181,1.6382640600204468,0.07731515914201736
5.11002810039836,39388.455601036745,1.5944989919662476,0.08399754762649536
5.11004955665825,39389.8797720372,1.6140477657318115,0.08618345856666565
5.110071012918141,39391.30394303767,1.7072081565856934,0.07623308151960373
5.110092945983807,39392.75976228258,1.606279969215393,0.07456336170434952
5.110114402243697,39394.18393328304,1.3668893575668335,0.0745880976319313
5.110136335309363,39395.639752527975,1.5675526857376099,0.0742158591747284
5.110157791569254,39397.06392352843,1.587835431098938,0.07353891432285309
5.11017972463492,39398.51974277335,1.5422238111495972,0.07311532646417618
5.11020118089481,39399.943913773815,1.6211618185043335,0.07268887013196945
5.110222637154701,39401.36808477428,1.6790004968643188,0.07355737686157227
5.110244570220367,39402.82390401919,1.6467387676239014,0.07295533269643784
5.110266026480257,39404.248075019656,1.6077591180801392,0.07213655114173889
5.110287482740148,39405.67224602013,1.698554515838623,0.0722811371088028
5.110309415805814,39407.128065265046,1.6909141540527344,0.07317107170820236
5.110330872065704,39408.55223626551,1.749932885169983,0.07379507273435593
5.11035280513137,39410.00805551042,1.6530871391296387,0.07511065155267715
5.11037426139126,39411.43222651083,1.5344878435134888,0.07780683785676956
5.1103957176511505,39412.8563975113,1.5605762004852295,0.08212631195783615
5.110417650716816,39414.312216756225,1.5473052263259888,0.08912569284439087
5.110439106976707,39415.73638775668,1.6326521635055542,0.09778056293725967
5.110460563236598,39417.16055875715,1.7368638515472412,0.10352034121751785
5.1104824963022635,39418.616378002065,1.7086395025253296,0.10353458672761917
5.110503952562154,39420.04054900253,1.6080129146575928,0.09915421158075333
5.11052588562782,39421.49636824744,1.5643854141235352,0.09471236914396286
5.1105473418877105,39422.920539247905,1.7803653478622437,0.10866615176200867
5.110568798147601,39424.344710248384,1.724338173866272,0.1125115379691124
5.110590731213267,39425.800529493295,1.6120553016662598,0.10191835463047028
5.110612187473158,39427.22470049376,1.7454575300216675,0.1063809022307396
5.110633643733048,39428.648871494224,1.759581446647644,0.10939572006464005
5.110655576798714,39430.10469073914,1.6201695203781128,0.10885624587535858
5.110677033058605,39431.52886173961,1.619066596031189,0.10877018421888351
5.110698489318495,39432.95303274007,1.776855707168579,0.10751484334468842
5.110720422384161,39434.40885198499,1.4498045444488525,0.10432038456201553
5.110741878644052,39435.83302298546,1.6393494606018066,0.10400732606649399
5.110763334903942,39437.257193985926,1.5489329099655151,0.10549314320087433
